OBJECTID,MapUnit,IdentityConfidence,Label,Symbol,DataSourceID,Notes,MapUnitPolys_ID,Shape_Length,Shape_Area
"1150",Yg,certain,Yg,Yg,DAS01,,MUP1150,"24712.79942842408","10686635.89815046"
"1151",Yg,certain,Yg,Yg,DAS01,,MUP1151,"7061.463491531776","1677445.362644876"
"1152",Yg,certain,Yg,Yg,DAS01,,MUP1152,"4320.433606812713","479126.6423165313"
"1153",Yg,certain,Yg,Yg,DAS01,,MUP1153,"34535.75745260037","15463074.90720741"
"1154",Yg,certain,Yg,Yg,DAS01,,MUP1154,"27410.01669718737","5489206.660750522"
"1155",Yg,certain,Yg,Yg,DAS01,,MUP1155,"10159.90575007481","2101474.851615957"
"1156",Yg,certain,Yg,Yg,DAS01,,MUP1156,"17069.5749560155","6069925.786305736"
"1157",Yg,certain,Yg,Yg,DAS01,,MUP1157,"5521.943428272078","656841.1934550318"
"1158",Yg,certain,Yg,Yg,DAS01,,MUP1158,"20683.66223421735","3439438.924333652"
"1159",Yg,certain,Yg,Yg,DAS01,,MUP1159,"6096.704004580747","957251.7967979822"
"1160",Yg,certain,Yg,Yg,DAS01,,MUP1160,"15591.53055825786","8541138.827545175"
"1161",Ygr,certain,Ygr,Ygr,DAS01,,MUP1161,"6208.259004757093","1030668.992218982"
"1162",Ygr,certain,Ygr,Ygr,DAS01,,MUP1162,"28746.76764939439","5380753.762087016"
"1163",Ygr,certain,Ygr,Ygr,DAS01,,MUP1163,"5164.445111835284","896858.7913633848"
"1164",Ygr,certain,Ygr,Ygr,DAS01,,MUP1164,"12098.02354128652","2395939.563449749"
"1165",Ygr,certain,Ygr,Ygr,DAS01,,MUP1165,"31602.82723316636","4786603.609614292"
"1166",Ygr,certain,Ygr,Ygr,DAS01,,MUP1166,"19506.88878581621","3123274.339204135"
"1167",Ygr,certain,Ygr,Ygr,DAS01,,MUP1167,"37944.80545696462","5540310.594873502"
"1168",Ygr,certain,Ygr,Ygr,DAS01,,MUP1168,"15934.17548766923","1889159.830608396"
"1169",Ygr,certain,Ygr,Ygr,DAS01,,MUP1169,"13858.44942213402","1928655.735431165"
"1170",Ygr,certain,Ygr,Ygr,DAS01,,MUP1170,"106080.6852024714","16952421.53387343"
"1171",Ygr,certain,Ygr,Ygr,DAS01,,MUP1171,"65004.08799126693","14532096.21520933"
"1172",Ygr,certain,Ygr,Ygr,DAS01,,MUP1172,"6762.526841051169","975876.4505012826"
"1173",Ygr,certain,Ygr,Ygr,DAS01,,MUP1173,"33303.3023170284","21376930.27785028"
"1174",Ygr,certain,Ygr,Ygr,DAS01,,MUP1174,"11222.33186434844","1321868.402420016"
"1175",Ygr,certain,Ygr,Ygr,DAS01,,MUP1175,"22778.91794771692","4553036.899507815"
"1176",Ygr,certain,Ygr,Ygr,DAS01,,MUP1176,"46733.32413957401","8174716.527816366"
"1177",Ygr,certain,Ygr,Ygr,DAS01,,MUP1177,"6132.838136928778","1562255.061492588"
"1178",Ygr,certain,Ygr,Ygr,DAS01,,MUP1178,"5522.309557188016","872555.947322728"
"1179",Ygr,certain,Ygr,Ygr,DAS01,,MUP1179,"6478.97212439136","1054251.92504116"
"1180",Ygr,certain,Ygr,Ygr,DAS01,,MUP1180,"60558.98412803213","16454722.02051674"
"1181",Ygr,certain,Ygr,Ygr,DAS01,,MUP1181,"4030.754891643594","302890.9992224589"
"1182",Ygr,certain,Ygr,Ygr,DAS01,,MUP1182,"10641.9639816468","1223776.522431865"
"1183",Ygr,certain,Ygr,Ygr,DAS01,,MUP1183,"36414.99904023715","7362670.253328264"
"1184",Ygr,certain,Ygr,Ygr,DAS01,,MUP1184,"6984.604448104465","1136207.659436873"
"1185",Ygr,certain,Ygr,Ygr,DAS01,,MUP1185,"3266.890922481547","459573.9834611641"
"1186",Ygr,certain,Ygr,Ygr,DAS01,,MUP1186,"19769.65167152956","2891142.069351738"
"1187",Ygr,certain,Ygr,Ygr,DAS01,,MUP1187,"3414.539206906847","254904.8319026089"
"1188",Yh,certain,Yh,Yh,DAS01,,MUP1188,"3708.40753693956","755716.7604406248"
"1189",Yh,certain,Yh,Yh,DAS01,,MUP1189,"3037.725648050317","462633.6452636049"
"1190",Yh,certain,Yh,Yh,DAS01,,MUP1190,"1161.665559496569","82313.96993665502"
"1191",Yh,certain,Yh,Yh,DAS01,,MUP1191,"97730.83772589233","100765992.9565562"
"1192",Yh,certain,Yh,Yh,DAS01,,MUP1192,"11251.22967117015","5505558.716464045"
"1193",Yh,certain,Yh,Yh,DAS01,,MUP1193,"8144.762136314987","2412044.468178712"
"1194",Yh,certain,Yh,Yh,DAS01,,MUP1194,"44949.27764323009","27043350.95434574"
"1195",Yh,certain,Yh,Yh,DAS01,,MUP1195,"146893.2390288232","123437449.1385787"
"1196",Yh,certain,Yh,Yh,DAS01,,MUP1196,"7736.199824509376","3281221.751875805"
"1197",Yh,certain,Yh,Yh,DAS01,,MUP1197,"6462.754412340095","1067164.063836326"
"1198",Yh,certain,Yh,Yh,DAS01,changed from Ys to Yh to match printed map,MUP1198,"14549.81429734139","5627800.874602504"
"1199",Yh,certain,Yh,Yh,DAS01,,MUP1199,"12373.73775310708","6500414.470789966"
"1200",Yh,certain,Yh,Yh,DAS01,,MUP1200,"1097.873709612858","85014.30321505398"
"1201",Yh,certain,Yh,Yh,DAS01,,MUP1201,"6341.713941675494","2621537.377483542"
"1202",Yh,certain,Yh,Yh,DAS01,,MUP1202,"25044.91669710426","14107765.43606983"
"1203",Yh,certain,Yh,Yh,DAS01,,MUP1203,"51964.82011696362","62139775.76118319"
"1204",Yh,certain,Yh,Yh,DAS01,,MUP1204,"1272.392614427452","103173.2306635464"
"1205",Yh,certain,Yh,Yh,DAS01,,MUP1205,"868.0359326969894","49200.70826309943"
"1206",Yh,certain,Yh,Yh,DAS01,,MUP1206,"1247.173247704585","96273.45468324756"
"1207",Yh,certain,Yh,Yh,DAS01,,MUP1207,"2917.456886428056","551528.1932826968"
"1208",Yh,certain,Yh,Yh,DAS01,,MUP1208,"15969.97836652781","10730090.32456818"
"1209",Yh,certain,Yh,Yh,DAS01,,MUP1209,"4675.233166117869","976347.4648933334"
"1210",Yh,certain,Yh,Yh,DAS01,,MUP1210,"1824.727255474018","196842.0009414129"
"1211",Yh,certain,Yh,Yh,DAS01,,MUP1211,"131290.1386822247","55140339.30508357"
"1212",Yh,certain,Yh,Yh,DAS01,,MUP1212,"2333.870578192247","258899.70842005"
"1213",Yh,certain,Yh,Yh,DAS01,,MUP1213,"15886.49120930391","15289719.47201787"
"1214",Yh,certain,Yh,Yh,DAS01,,MUP1214,"5367.96475686358","759742.8943113931"
"1215",Yh,certain,Yh,Yh,DAS01,,MUP1215,"10152.71246489045","4811713.132068112"
"1216",Yh,certain,Yh,Yh,DAS01,,MUP1216,"5770.281555053456","1145742.753322814"
"1217",Yh,certain,Yh,Yh,DAS01,,MUP1217,"3324.957388474321","703388.5394985771"
"1218",Yh,certain,Yh,Yh,DAS01,,MUP1218,"125707.2666243102","183625208.8790166"
"1219",Yh,certain,Yh,Yh,DAS01,,MUP1219,"21169.14776335023","10746225.95159001"
"1220",Yh,certain,Yh,Yh,DAS01,,MUP1220,"6021.927076779758","1439356.206632054"
"1221",Yh,certain,Yh,Yh,DAS01,,MUP1221,"19458.36241121398","16329052.76459366"
"1222",Yh,certain,Yh,Yh,DAS01,,MUP1222,"2428.046089998039","269049.8321158266"
"1223",Yh,certain,Yh,Yh,DAS01,,MUP1223,"1885.856765169945","161332.3620162493"
"1224",Yh,certain,Yh,Yh,DAS01,,MUP1224,"8145.322045218439","1522718.259740119"
"1225",Yh,certain,Yh,Yh,DAS01,,MUP1225,"3841.464298846476","753004.1419346808"
"1226",Yh,certain,Yh,Yh,DAS01,,MUP1226,"1338.955660413358","125310.6755095038"
"1227",Yh,certain,Yh,Yh,DAS01,,MUP1227,"33503.76592700813","14794802.43877889"
"1228",Yh,certain,Yh,Yh,DAS01,,MUP1228,"912.5039297293652","52902.65905072509"
"1229",Yh,certain,Yh,Yh,DAS01,,MUP1229,"3224.577898338303","568853.941015174"
"1230",Yh,certain,Yh,Yh,DAS01,,MUP1230,"4003.965154595202","818056.4825747154"
"1231",Yh,certain,Yh,Yh,DAS01,,MUP1231,"117152.4833006006","110621691.4665199"
"1232",Yh,certain,Yh,Yh,DAS01,,MUP1232,"4687.194141541004","671400.3013781892"
"1233",Yh,certain,Yh,Yh,DAS01,,MUP1233,"68228.15500361784","75492690.68010595"
"1234",Yh,certain,Yh,Yh,DAS01,,MUP1234,"10320.72573838817","1264757.311690311"
"1235",Yh,certain,Yh,Yh,DAS01,,MUP1235,"3375.078211986765","704594.6328705689"
"1236",Yh,certain,Yh,Yh,DAS01,,MUP1236,"2414.412106098312","186387.4154432763"
"1237",Yh,certain,Yh,Yh,DAS01,,MUP1237,"7791.007353767824","2321466.840163549"
"1238",Yh,certain,Yh,Yh,DAS01,,MUP1238,"37993.01110022428","24675249.78553016"
"1239",Yh,certain,Yh,Yh,DAS01,,MUP1239,"1045.477288736119","62141.99355616605"
"1240",Yh,certain,Yh,Yh,DAS01,,MUP1240,"2707.371219382442","484672.377114311"
"1241",Yh,certain,Yh,Yh,DAS01,,MUP1241,"2190.737995318588","317254.2488235532"
"1242",Yh,certain,Yh,Yh,DAS01,,MUP1242,"42261.91446042689","10397979.9065903"
"1243",Yh,certain,Yh,Yh,DAS01,,MUP1243,"2027.12114808739","273243.3849820093"
"1244",Yh,certain,Yh,Yh,DAS01,,MUP1244,"11930.54724208478","3698250.087222069"
"1245",Yh,certain,Yh,Yh,DAS01,,MUP1245,"336434.1763571324","388462865.7161208"
"1246",Yh,certain,Yh,Yh,DAS01,,MUP1246,"22758.08570876917","23662295.88165497"
"1247",Yh,certain,Yh,Yh,DAS01,,MUP1247,"26348.22774495495","23922948.30099124"
"1248",Yh,certain,Yh,Yh,DAS01,,MUP1248,"10437.39571014127","2627351.020345896"
"1249",Yh,certain,Yh,Yh,DAS01,,MUP1249,"2804.325646309833","402128.8787516332"
"1250",Yh,certain,Yh,Yh,DAS01,,MUP1250,"2735.371897180821","202647.1652811318"
"1251",Yh,certain,Yh,Yh,DAS01,,MUP1251,"1946.890546799628","191331.5053339987"
"1252",Yh,certain,Yh,Yh,DAS01,,MUP1252,"3285.975211463996","649403.17944109"
"1253",Yh,certain,Yh,Yh,DAS01,,MUP1253,"1189.717804669505","77759.09420525032"
"1254",Yh,certain,Yh,Yh,DAS01,,MUP1254,"5161.114484034538","1899454.058259351"
"1255",Yh,certain,Yh,Yh,DAS01,,MUP1255,"1526.46434114396","118553.6657631714"
"1256",Yh,certain,Yh,Yh,DAS01,changed from Ys to Yh to match printed map,MUP1256,"2949.682264785715","402919.4717647902"
"1257",Yh,certain,Yh,Yh,DAS01,,MUP1257,"1740.371658443491","151449.8663776957"
"1258",Yh,certain,Yh,Yh,DAS01,,MUP1258,"2480.324011045846","371536.3807360183"
"1259",Yh,certain,Yh,Yh,DAS01,,MUP1259,"10092.54473814962","3296867.767191395"
"1260",Yh,certain,Yh,Yh,DAS01,,MUP1260,"179783.1416259565","168397229.4582371"
"1261",Yh,certain,Yh,Yh,DAS01,,MUP1261,"24163.63135647343","16623149.54760341"
"1262",Yh,certain,Yh,Yh,DAS01,,MUP1262,"4990.456815528572","763716.1303727876"
"1263",Yh,certain,Yh,Yh,DAS01,,MUP1263,"3453.399542265537","618665.7729549584"
"1264",Yh,certain,Yh,Yh,DAS01,,MUP1264,"5680.415643124224","788809.0372506407"
"1265",Yh,certain,Yh,Yh,DAS01,,MUP1265,"8001.50338038514","2675376.564188099"
"1266",Yh,certain,Yh,Yh,DAS01,,MUP1266,"3542.17777224423","813279.9508609966"
"1267",Ym,certain,Ym,Ym,DAS01,,MUP1267,"55629.35242565343","36832092.69331124"
"1268",Ym,certain,Ym,Ym,DAS01,,MUP1268,"83020.00360931514","62612580.04891986"
"1269",Ym,certain,Ym,Ym,DAS01,,MUP1269,"21743.27907397063","11569430.71938697"
"1270",Ym,certain,Ym,Ym,DAS01,,MUP1270,"2396.67379183014","341272.3350750637"
"1271",Ym,certain,Ym,Ym,DAS01,,MUP1271,"22762.62375804894","12711080.11500627"
"1272",Ym,certain,Ym,Ym,DAS01,,MUP1272,"6290.553158630069","1807706.95234982"
"1273",Ym,certain,Ym,Ym,DAS01,,MUP1273,"1253.419082036202","92532.06813099618"
"1274",Ym,certain,Ym,Ym,DAS01,,MUP1274,"181769.7388138089","95893699.21796283"
"1275",Ym,certain,Ym,Ym,DAS01,,MUP1275,"12813.11961139771","5146121.580598525"
"1276",Ym,certain,Ym,Ym,DAS01,,MUP1276,"5297.702372307109","1404296.799702345"
"1277",Ym,certain,Ym,Ym,DAS01,,MUP1277,"3363.450540029653","282894.9732541022"
"1278",Ym,certain,Ym,Ym,DAS01,,MUP1278,"4883.187432102947","854650.2813845254"
"1279",Ym,certain,Ym,Ym,DAS01,,MUP1279,"3567.754769483789","593399.6208628549"
"1280",Ym,certain,Ym,Ym,DAS01,,MUP1280,"1747.967303462264","185658.78782039"
"1281",Ym,certain,Ym,Ym,DAS01,,MUP1281,"26055.21852654463","7944472.49918907"
"1282",Ym,certain,Ym,Ym,DAS01,,MUP1282,"12329.10988012775","1229284.882593805"
"1283",Ym,certain,Ym,Ym,DAS01,,MUP1283,"56327.60991820283","35769424.91426808"
"1284",Ym,certain,Ym,Ym,DAS01,,MUP1284,"16888.10385995613","5559031.057820876"
"1285",Ym,certain,Ym,Ym,DAS01,,MUP1285,"1690.687449242045","145807.2977847318"
"1286",Ym,certain,Ym,Ym,DAS01,,MUP1286,"5558.372202671922","2010752.848735185"
"1287",Ym,certain,Ym,Ym,DAS01,,MUP1287,"1216.046194134664","86860.77873833642"
"1288",Ym,certain,Ym,Ym,DAS01,,MUP1288,"12369.76870005995","5751493.325819652"
"1289",Ym,certain,Ym,Ym,DAS01,,MUP1289,"3208.31323166554","396278.7925743866"
"1290",Ym,certain,Ym,Ym,DAS01,,MUP1290,"17826.54623374595","11745737.00239084"
"1291",Ym,certain,Ym,Ym,DAS01,,MUP1291,"27500.93299057149","10812314.7031172"
"1292",Ym,certain,Ym,Ym,DAS01,,MUP1292,"3111.747836221335","411639.5692421197"
"1293",Ym,certain,Ym,Ym,DAS01,,MUP1293,"44945.09165103963","44880534.13942129"
"1294",Ym,certain,Ym,Ym,DAS01,,MUP1294,"49983.68134561559","46983835.19353731"
"1295",Ym,certain,Ym,Ym,DAS01,,MUP1295,"28330.32379184591","4430247.722553789"
"1296",Ym,certain,Ym,Ym,DAS01,,MUP1296,"9020.06924796529","3268039.193217759"
"1297",Ym,certain,Ym,Ym,DAS01,,MUP1297,"6026.80847771426","1453213.784139041"
"1298",Ym,certain,Ym,Ym,DAS01,,MUP1298,"772.4190101696537","32234.24893601597"
"1299",Ym,certain,Ym,Ym,DAS01,,MUP1299,"1298.332123976181","100982.0275899353"
"1300",Ym,certain,Ym,Ym,DAS01,,MUP1300,"32065.4723230222","22693166.49212145"
"1301",Ym,certain,Ym,Ym,DAS01,,MUP1301,"14107.63211096905","8712781.605534658"
"1302",Ym,certain,Ym,Ym,DAS01,,MUP1302,"9343.516944960415","4943090.500810898"
"1303",Ym,certain,Ym,Ym,DAS01,,MUP1303,"6352.938062504081","1092021.413706962"
"1304",Ym,certain,Ym,Ym,DAS01,,MUP1304,"10215.67642695429","4030607.649288637"
"1305",Ym,certain,Ym,Ym,DAS01,,MUP1305,"102632.6521228455","87845983.02841103"
"1306",Ym,certain,Ym,Ym,DAS01,,MUP1306,"4662.378002746514","1093986.124564026"
"1307",Ym,certain,Ym,Ym,DAS01,,MUP1307,"34000.90614037305","11350447.56009594"
"1308",Ym,certain,Ym,Ym,DAS01,,MUP1308,"7871.196113831384","3424631.998705155"
"1309",Ym,certain,Ym,Ym,DAS01,,MUP1309,"14010.83489693187","7335832.279050632"
"1310",Ym,certain,Ym,Ym,DAS01,,MUP1310,"3866.325086146495","633859.7602714527"
"1311",Ym,certain,Ym,Ym,DAS01,,MUP1311,"4185.510635624445","922731.8962869033"
"1312",Ym,certain,Ym,Ym,DAS01,,MUP1312,"8393.909821052122","2696115.317440264"
"1313",Ym,certain,Ym,Ym,DAS01,,MUP1313,"195364.3531737028","106938265.0546997"
"1314",Ym,certain,Ym,Ym,DAS01,,MUP1314,"6829.931768348229","2435052.195482237"
"1315",Ym,certain,Ym,Ym,DAS01,,MUP1315,"15278.80274259791","12289385.75829099"
"1316",Ym,certain,Ym,Ym,DAS01,,MUP1316,"19476.94323035887","14280643.09581142"
"1317",Ym,certain,Ym,Ym,DAS01,,MUP1317,"23178.25095867328","9632304.961043812"
"1318",Ym,certain,Ym,Ym,DAS01,,MUP1318,"57157.04399835241","55127845.86454375"
"1319",Ym,certain,Ym,Ym,DAS01,,MUP1319,"35423.07714533674","12903142.78942227"
"1320",Ymi,certain,Ymi,Ymi,DAS01,,MUP1320,"41091.65669384996","17652320.41629188"
"1321",Yms,certain,Yms,Yms,DAS01,,MUP1321,"1208.572124442367","100183.2216711279"
"1322",Yms,certain,Yms,Yms,DAS01,,MUP1322,"2741.126789270359","212068.7025304379"
"1323",Yms,certain,Yms,Yms,DAS01,,MUP1323,"30685.16580726323","13849365.49839918"
"1324",Yms,certain,Yms,Yms,DAS01,,MUP1324,"2189.412262012288","219324.8947297911"
"1325",Yms,certain,Yms,Yms,DAS01,,MUP1325,"2295.615202257578","238797.816441134"
"1326",Yms,certain,Yms,Yms,DAS01,,MUP1326,"4773.154725344662","993331.319926573"
"1327",Yms,certain,Yms,Yms,DAS01,,MUP1327,"31374.71175967607","14700006.21360028"
"1328",Yms,certain,Yms,Yms,DAS01,,MUP1328,"3673.626778804945","678114.7517649739"
"1329",Yms,certain,Yms,Yms,DAS01,,MUP1329,"13605.52625675163","5483343.441666897"
"1330",Yms,certain,Yms,Yms,DAS01,,MUP1330,"6617.870145604813","1726554.12444326"
"1331",Yms,certain,Yms,Yms,DAS01,,MUP1331,"1154.613424812261","90183.8110923097"
"1332",Yms,certain,Yms,Yms,DAS01,,MUP1332,"21183.91281832527","9996616.874386938"
"1333",Yms,certain,Yms,Yms,DAS01,,MUP1333,"31960.9150892788","10656815.26280445"
"1334",Yms,certain,Yms,Yms,DAS01,,MUP1334,"838.669597672323","26493.64505997086"
"1335",Yms,certain,Yms,Yms,DAS01,,MUP1335,"1280.839720440671","96676.18708696349"
"1336",Yms,certain,Yms,Yms,DAS01,,MUP1336,"2157.958782594902","271190.5965439966"
"1337",Yms,certain,Yms,Yms,DAS01,,MUP1337,"8868.096422924662","2575171.070411416"
"1338",Yms,certain,Yms,Yms,DAS01,,MUP1338,"193611.9954189234","108914347.8924481"
"1339",Yms,certain,Yms,Yms,DAS01,,MUP1339,"2199.675018530892","284440.6338952113"
"1340",Yms,certain,Yms,Yms,DAS01,,MUP1340,"2086.89677423175","214041.036944945"
"1341",Yms,certain,Yms,Yms,DAS01,,MUP1341,"1646.645714196538","100273.3060505602"
"1342",Yms,certain,Yms,Yms,DAS01,,MUP1342,"8916.244417929785","2786359.539465466"
"1343",Yms,certain,Yms,Yms,DAS01,,MUP1343,"14676.4833013775","6849941.464895444"
"1344",Yms,certain,Yms,Yms,DAS01,,MUP1344,"7816.65087442101","1634347.910866117"
"1345",Yms,certain,Yms,Yms,DAS01,,MUP1345,"21560.96035498078","11122605.16262754"
"1346",Yms,certain,Yms,Yms,DAS01,,MUP1346,"4948.043442947317","1682286.50379776"
"1347",Yms,certain,Yms,Yms,DAS01,,MUP1347,"10154.97726301976","3528327.173334737"
"1348",Yms,certain,Yms,Yms,DAS01,,MUP1348,"52686.37961191156","19562439.96678241"
"1349",Yms,certain,Yms,Yms,DAS01,,MUP1349,"1635.047858664527","119115.149924771"
"1350",Yms,certain,Yms,Yms,DAS01,,MUP1350,"6246.918364836682","2022371.793234656"
"1351",Yms,certain,Yms,Yms,DAS01,,MUP1351,"3247.923754123606","356789.7682636569"
"1352",Yms,certain,Yms,Yms,DAS01,,MUP1352,"7838.227514302885","2358646.655055848"
"1353",Yms,certain,Yms,Yms,DAS01,,MUP1353,"856.2903590729323","52620.07183170556"
"1354",Yms,certain,Yms,Yms,DAS01,,MUP1354,"5714.109282528785","1913723.857513488"
"1355",Yms,certain,Yms,Yms,DAS01,,MUP1355,"50012.79358592565","19591049.78477453"
"1356",Yms,certain,Yms,Yms,DAS01,,MUP1356,"5680.984349743889","2018599.725307308"
"1357",Yms,certain,Yms,Yms,DAS01,,MUP1357,"44771.60099491952","27739651.94453576"
"1358",Yms,certain,Yms,Yms,DAS01,,MUP1358,"4400.379768929155","977121.101002206"
"1359",Yms,certain,Yms,Yms,DAS01,,MUP1359,"42581.94527260405","15725291.17598227"
"1360",Yms,certain,Yms,Yms,DAS01,,MUP1360,"81307.49344902932","45046695.2404696"
"1361",Yms,certain,Yms,Yms,DAS01,,MUP1361,"18783.79627462667","4663370.360537902"
"1362",Yms,certain,Yms,Yms,DAS01,,MUP1362,"29127.62536995182","27122921.11272794"
"1363",Yms,certain,Yms,Yms,DAS01,,MUP1363,"1503.167579586673","105915.0457737477"
"1364",Yms,certain,Yms,Yms,DAS01,,MUP1364,"20041.41830649164","8459919.78401057"
"1365",Yms,certain,Yms,Yms,DAS01,,MUP1365,"47482.48991532614","14438146.19279051"
"1366",Yms,certain,Yms,Yms,DAS01,,MUP1366,"5305.670032667506","963659.0933026744"
"1367",Yms,certain,Yms,Yms,DAS01,,MUP1367,"8994.500141082666","1962285.48781569"
"1368",Yms,certain,Yms,Yms,DAS01,,MUP1368,"26217.69448719788","19719161.87538783"
"1369",Yms,certain,Yms,Yms,DAS01,,MUP1369,"26952.91777806399","7688784.179271183"
"1370",Yms,certain,Yms,Yms,DAS01,,MUP1370,"68322.12271964093","36545685.20893055"
"1371",Yms,certain,Yms,Yms,DAS01,,MUP1371,"7542.363390768466","2146358.91138131"
"1372",Yms,certain,Yms,Yms,DAS01,,MUP1372,"9837.013128428272","2463203.606677208"
"1373",Yms,certain,Yms,Yms,DAS01,,MUP1373,"30354.37805637375","17986352.868124"
"1374",Yms,certain,Yms,Yms,DAS01,,MUP1374,"2889.542578679982","364891.3850256933"
"1375",Yms,certain,Yms,Yms,DAS01,,MUP1375,"6956.738157359695","2075655.858616431"
"1376",Yms,certain,Yms,Yms,DAS01,,MUP1376,"2738.851431000432","372545.6967735111"
"1377",Yms,certain,Yms,Yms,DAS01,,MUP1377,"2469.237171612053","371580.6169825622"
"1378",Yms,certain,Yms,Yms,DAS01,,MUP1378,"11387.99453285558","1914023.397160913"
"1379",Yms,certain,Yms,Yms,DAS01,,MUP1379,"11828.56098923145","4632728.3957536"
"1380",Yms,certain,Yms,Yms,DAS01,,MUP1380,"7918.063918342746","3313341.634686249"
"1381",Yms,certain,Yms,Yms,DAS01,,MUP1381,"42404.63646578633","23700969.59189707"
"1382",Yms,certain,Yms,Yms,DAS01,,MUP1382,"871.2446930229466","53822.0126240831"
"1383",Yms,certain,Yms,Yms,DAS01,,MUP1383,"12262.390208671","4225018.154090277"
"1384",Yms,certain,Yms,Yms,DAS01,,MUP1384,"11152.71378638646","4320245.530860961"
"1385",Yms,certain,Yms,Yms,DAS01,,MUP1385,"63034.76969469267","38739323.70688331"
"1386",Yms,certain,Yms,Yms,DAS01,,MUP1386,"14819.69622969942","8317719.398551163"
"1387",Yms,certain,Yms,Yms,DAS01,,MUP1387,"21005.55417147121","7404963.127541598"
"1388",Yms,certain,Yms,Yms,DAS01,,MUP1388,"1151.893694537078","79543.67430991409"
"1389",Yms,certain,Yms,Yms,DAS01,,MUP1389,"4146.308908899706","817750.5703188921"
"1390",Yms,certain,Yms,Yms,DAS01,,MUP1390,"7292.203729158505","1918899.89773683"
"1391",Yms,certain,Yms,Yms,DAS01,,MUP1391,"9138.390165294733","2700617.085470736"
"1392",Yms,certain,Yms,Yms,DAS01,,MUP1392,"37145.72294254246","17378606.70576251"
"1393",Yms,certain,Yms,Yms,DAS01,,MUP1393,"3029.512962302957","505813.3075708369"
"1394",Yms,certain,Yms,Yms,DAS01,,MUP1394,"7242.886374115402","3060309.81270346"
"1395",Yms,certain,Yms,Yms,DAS01,,MUP1395,"10874.86872124975","3931824.46489875"
"1396",Yms,certain,Yms,Yms,DAS01,,MUP1396,"19908.54173995572","3741779.670020569"
"1397",Yms,certain,Yms,Yms,DAS01,,MUP1397,"1591.762084510823","189165.6278420296"
"1398",Yms,certain,Yms,Yms,DAS01,,MUP1398,"906.8177015736303","55454.06312874171"
"1399",Yms,certain,Yms,Yms,DAS01,,MUP1399,"5311.633844885893","1532335.646035853"
"1400",Yms,certain,Yms,Yms,DAS01,,MUP1400,"8681.397029790649","2894456.93912508"
"1401",Yms,certain,Yms,Yms,DAS01,,MUP1401,"2333.406103698732","351801.3059695234"
"1402",Yms,certain,Yms,Yms,DAS01,,MUP1402,"2190.409240165694","307534.8708507583"
"1403",Yms,certain,Yms,Yms,DAS01,,MUP1403,"2519.202051228024","303164.067032912"
"1404",Yms,certain,Yms,Yms,DAS01,,MUP1404,"2280.954565284349","217383.0132807982"
"1405",Yms,certain,Yms,Yms,DAS01,,MUP1405,"19150.83446328221","5001846.07500072"
"1406",Yms,certain,Yms,Yms,DAS01,,MUP1406,"3520.332900168127","343153.6388580832"
"1407",Yms,certain,Yms,Yms,DAS01,,MUP1407,"8664.520145496292","1869577.413397093"
"1408",Yms,certain,Yms,Yms,DAS01,,MUP1408,"18378.34216970986","12435226.2876374"
"1409",Yms,certain,Yms,Yms,DAS01,,MUP1409,"7139.380536140172","1645918.847963239"
"1410",Yms,certain,Yms,Yms,DAS01,,MUP1410,"1812.443759424268","195916.8229395099"
"1411",Yms,certain,Yms,Yms,DAS01,,MUP1411,"6081.716316654588","1880888.338602698"
"1412",Yms,certain,Yms,Yms,DAS01,,MUP1412,"4926.931464481683","1164304.972235576"
"1413",Yms,certain,Yms,Yms,DAS01,,MUP1413,"4860.847412322753","985606.9543191978"
"1414",Yms,certain,Yms,Yms,DAS01,,MUP1414,"14385.21860545483","5704191.996272765"
"1415",Yms,certain,Yms,Yms,DAS01,,MUP1415,"13962.89857939765","3320957.290212477"
"1416",Yms,certain,Yms,Yms,DAS01,,MUP1416,"6999.145766849211","1076612.520613769"
"1417",Yms,certain,Yms,Yms,DAS01,,MUP1417,"3568.844764662479","575745.8204137139"
"1418",Yms,certain,Yms,Yms,DAS01,,MUP1418,"3892.379376470466","907133.2264432316"
"1419",Yms,certain,Yms,Yms,DAS01,,MUP1419,"8309.581625264864","2849394.381791294"
"1420",Yms,certain,Yms,Yms,DAS01,,MUP1420,"4003.755154911299","775972.9895024238"
"1421",Yms,certain,Yms,Yms,DAS01,,MUP1421,"42242.14558139619","29028726.65981275"
"1422",Yms,certain,Yms,Yms,DAS01,,MUP1422,"4801.747069502076","1270924.080457757"
"1423",Yms,certain,Yms,Yms,DAS01,,MUP1423,"8428.345405160055","3432059.312872387"
"1424",Yms,certain,Yms,Yms,DAS01,,MUP1424,"1982.335694136717","253618.2627181845"
"1425",Yms,certain,Yms,Yms,DAS01,,MUP1425,"1030.004371790922","39641.17121424644"
"1426",Yms,certain,Yms,Yms,DAS01,,MUP1426,"20713.76907410692","13916711.09697496"
"1427",Yms,certain,Yms,Yms,DAS01,,MUP1427,"3033.363349211731","406585.6486001819"
"1428",Yms,certain,Yms,Yms,DAS01,,MUP1428,"3788.675527561324","515596.0064036245"
"1429",Yms,certain,Yms,Yms,DAS01,,MUP1429,"9198.771943635847","3036755.159893788"
"1430",Yms,certain,Yms,Yms,DAS01,,MUP1430,"2672.056234629507","343935.1567727978"
"1431",Yms,certain,Yms,Yms,DAS01,,MUP1431,"3579.143318109931","653464.5486076173"
