OBJECTID,Type,Description,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Label,Symbol,DataSourceID,Notes,ContactsAndFaults_ID,Shape_Length
"3890",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3890,"1385.256559479865"
"3891",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3891,"1465.414789138545"
"3892",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3892,"843.0126723791361"
"3893",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3893,"1523.120590215211"
"3894",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3894,"353.679464064903"
"3895",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3895,"1051.92499021022"
"3896",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3896,"2721.701632848329"
"3897",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3897,"10316.42721373819"
"3898",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3898,"17660.43120073522"
"3899",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3899,"774.7287026196796"
"3900",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3900,"584.8529166097376"
"3901",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3901,"4746.554223029729"
"3902",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3902,"1777.343498121831"
"3903",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3903,"6988.983078174041"
"3904",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3904,"25120.60814590138"
"3905",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3905,"1589.51232243747"
"3906",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3906,"309.6200551106381"
"3907",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3907,"14858.42438528319"
"3908",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3908,"856.2834695722249"
"3909",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3909,"3930.866698493376"
"3910",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3910,"357.5827753854428"
"3911",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3911,"11162.86229665052"
"3912",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3912,"892.6239989084258"
"3913",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3913,"670.7342452232621"
"3914",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3914,"737.2076474676796"
"3915",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3915,"1069.209346391085"
"3916",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3916,"4309.973923701793"
"3917",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3917,"2836.365953204408"
"3918",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3918,"1487.96327346058"
"3919",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3919,"1217.761217173247"
"3920",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3920,"495.3868227061349"
"3921",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3921,"3224.577898338303"
"3922",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3922,"789.297611279851"
"3923",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3923,"2207.632202627774"
"3924",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3924,"6491.881107178669"
"3925",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3925,"2903.752432838061"
"3926",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3926,"4741.822374347845"
"3927",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3927,"1354.666130570411"
"3928",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3928,"685.7008496718649"
"3929",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3929,"726.852807213902"
"3930",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3930,"456.9375868056063"
"3931",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3931,"2740.771834683501"
"3932",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3932,"1031.993801790364"
"3933",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3933,"3370.24970287494"
"3934",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3934,"1106.36802994348"
"3935",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3935,"1716.172673130552"
"3936",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3936,"616.9799804832869"
"3937",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3937,"1006.240031503218"
"3938",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3938,"2111.649830885041"
"3939",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3939,"1624.617745622243"
"3940",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3940,"590.1962914199863"
"3941",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3941,"282.0441661639468"
"3942",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3942,"1260.309792357486"
"3943",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3943,"974.150760801666"
"3944",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3944,"4038.116586639891"
"3945",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3945,"1442.640015870928"
"3946",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3946,"1674.117662584849"
"3947",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3947,"1036.437957484363"
"3948",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3948,"1001.112126578275"
"3949",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3949,"4254.07149542174"
"3950",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3950,"609.2137116754946"
"3951",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3951,"440.558128520395"
"3952",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3952,"46956.19894569058"
"3953",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3953,"6077.468233141919"
"3954",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3954,"1023.568929518624"
"3955",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3955,"2085.272740975985"
"3956",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3956,"949.582944588414"
"3957",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3957,"752.3974214995251"
"3958",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3958,"729.916860735566"
"3959",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3959,"3361.128937066982"
"3960",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3960,"1540.98794349492"
"3961",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3961,"1173.978130816819"
"3962",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3962,"1984.084047961645"
"3963",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3963,"15079.95119016326"
"3964",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3964,"4295.502114937901"
"3965",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3965,"4169.117252892564"
"3966",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3966,"1671.045208023691"
"3967",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3967,"4988.655596381946"
"3968",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3968,"2225.83446765515"
"3969",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3969,"1151.893694537078"
"3970",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3970,"3038.032824507988"
"3971",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3971,"1219.676449226331"
"3972",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3972,"1689.528406486083"
"3973",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3973,"686.8853338914544"
"3974",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3974,"24990.8753524237"
"3975",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3975,"2298.054083985965"
"3976",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3976,"3298.578322175802"
"3977",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3977,"5238.537824927904"
"3978",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3978,"925.8722100679754"
"3979",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3979,"1043.220740551104"
"3980",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3980,"4272.520470701574"
"3981",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3981,"3216.109164901636"
"3982",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3982,"4064.642881808985"
"3983",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3983,"4374.337524434321"
"3984",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3984,"872.7363233179245"
"3985",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3985,"695.0510804193551"
"3986",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3986,"1346.886610824223"
"3987",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3987,"2782.341884421454"
"3988",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3988,"3548.8734081099"
"3989",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3989,"311.1155674633137"
"3990",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3990,"719.1065902085134"
"3991",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3991,"2804.167170550533"
"3992",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3992,"1364.131264608638"
"3993",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3993,"576.5781398111501"
"3994",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3994,"198.360807191573"
"3995",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3995,"613.7561469581992"
"3996",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3996,"25521.09846708841"
"3997",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3997,"2906.976199027076"
"3998",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3998,"620.1190002254809"
"3999",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF3999,"1914.589870342358"
"4000",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4000,"1026.686995543074"
"4001",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4001,"1103.360950800241"
"4002",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4002,"358.4117095874137"
"4003",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4003,"1397.708942892211"
"4004",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4004,"605.3358809922368"
"4005",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4005,"986.6206148534204"
"4006",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4006,"3163.813623148386"
"4007",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4007,"2978.452911211175"
"4008",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4008,"2190.737995318588"
"4009",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4009,"1654.565945195449"
"4010",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4010,"825.4461979018049"
"4011",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4011,"220.1892900263605"
"4012",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4012,"551.6493560289165"
"4013",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4013,"1992.755190305189"
"4014",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4014,"47601.49654199673"
"4015",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4015,"1734.815525073893"
"4016",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4016,"3116.606889270006"
"4017",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4017,"8563.574111124417"
"4018",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4018,"6265.664214723372"
"4019",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4019,"8656.887969259256"
"4020",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4020,"976.7366418414033"
"4021",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4021,"2218.171578987733"
"4022",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4022,"301.346394630123"
"4023",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4023,"2702.917683117126"
"4024",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4024,"995.4823816696688"
"4025",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4025,"1797.707420608746"
"4026",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4026,"1877.143329127615"
"4027",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4027,"3687.551863721026"
"4028",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4028,"3522.591580711987"
"4029",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4029,"1502.729919622461"
"4030",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4030,"7847.872866796556"
"4031",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4031,"13403.59063719805"
"4032",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4032,"1444.978982553128"
"4033",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4033,"2650.391903333456"
"4034",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4034,"513.2647503609857"
"4035",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4035,"2850.429154272192"
"4036",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4036,"533.9616296929444"
"4037",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4037,"2562.440566259687"
"4038",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4038,"885.4600727515561"
"4039",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4039,"1734.978576824745"
"4040",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4040,"17137.0086615117"
"4041",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4041,"6120.325447786766"
"4042",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4042,"5658.500929173058"
"4043",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4043,"343.8481235483902"
"4044",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4044,"3798.227619377984"
"4045",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4045,"3820.54840082245"
"4046",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4046,"4090.896719718398"
"4047",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4047,"1051.172023334311"
"4048",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4048,"139.8079295241932"
"4049",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4049,"2227.140323637236"
"4050",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4050,"2454.810063916258"
"4051",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4051,"2628.550508075681"
"4052",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4052,"294.543809127247"
"4053",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4053,"3279.861570029158"
"4054",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4054,"355.8942112456928"
"4055",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4055,"547.9019524836574"
"4056",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4056,"9845.163297904952"
"4057",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4057,"415.0852834026236"
"4058",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4058,"10047.46102013297"
"4059",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4059,"938.8618280325202"
"4060",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4060,"8752.339294278845"
"4061",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4061,"477.2537314661203"
"4062",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4062,"456.9787511048438"
"4063",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4063,"990.3359041339379"
"4064",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4064,"463.572734542211"
"4065",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4065,"656.6962202206122"
"4066",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4066,"1377.934314280084"
"4067",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4067,"8774.986187176279"
"4068",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4068,"1514.439784258399"
"4069",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4069,"2113.728752218195"
"4070",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4070,"3005.655570770417"
"4071",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4071,"3760.552318498549"
"4072",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4072,"384.0406445800135"
"4073",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4073,"1024.452027098298"
"4074",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4074,"3035.313718921855"
"4075",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4075,"1217.850043699609"
"4076",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4076,"3078.971109767851"
"4077",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4077,"5912.812001503386"
"4078",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4078,"20218.35452572481"
"4079",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4079,"1046.619494724163"
"4080",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4080,"1419.161323141896"
"4081",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4081,"984.297835085692"
"4082",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4082,"2812.454539456825"
"4083",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4083,"407.9920546441501"
"4084",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4084,"7728.757820909717"
"4085",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4085,"1389.674733696578"
"4086",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4086,"2620.030066344487"
"4087",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4087,"1741.669716126606"
"4088",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4088,"1705.265186061451"
"4089",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4089,"1109.271984739743"
"4090",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4090,"1734.139509686994"
"4091",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4091,"728.1733526748476"
"4092",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4092,"1474.79932796077"
"4093",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4093,"3644.843636696358"
"4094",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4094,"1979.43204130966"
"4095",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4095,"919.34464243068"
"4096",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4096,"299.9829236201382"
"4097",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4097,"9045.386847534792"
"4098",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4098,"6423.915519987194"
"4099",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4099,"365.8683308359537"
"4100",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4100,"4922.619978251801"
"4101",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4101,"1489.293994910764"
"4102",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4102,"1117.146236203631"
"4103",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4103,"848.2476376771592"
"4104",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4104,"4903.05238036737"
"4105",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4105,"3813.555853159693"
"4106",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4106,"995.375916249321"
"4107",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4107,"1269.990437948788"
"4108",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4108,"3453.17398441185"
"4109",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4109,"4475.818817768063"
"4110",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4110,"7439.843507440941"
"4111",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4111,"219.7149978939514"
"4112",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4112,"3744.305101960172"
"4113",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4113,"2041.427002537976"
"4114",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4114,"1797.351110482374"
"4115",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4115,"675.1487869864644"
"4116",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4116,"704.2751526896959"
"4117",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4117,"1781.092951771259"
"4118",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4118,"443.5441288182093"
"4119",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4119,"3935.761671344549"
"4120",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4120,"2013.0867710421"
"4121",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4121,"405.4367358648512"
"4122",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4122,"207.5607514900078"
"4123",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4123,"430.8462448795396"
"4124",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4124,"1481.387298201144"
"4125",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4125,"490.9302364270136"
"4126",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4126,"1306.842011777521"
"4127",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4127,"2731.270483588392"
"4128",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4128,"356.2039486239081"
"4129",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4129,"5576.160635292968"
"4130",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4130,"4657.144296203341"
"4131",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4131,"465.8601898793954"
"4132",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4132,"5301.195091010494"
"4133",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4133,"559.5235615978984"
"4134",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4134,"34283.19245319688"
"4135",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4135,"2689.967127701039"
"4136",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4136,"1683.532221950794"
"4137",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4137,"1287.300761022958"
"4138",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4138,"548.840782941889"
"4139",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4139,"2882.207714924496"
"4140",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4140,"781.4769167512635"
"4141",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4141,"2295.615202257577"
"4142",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF4142,"2693.194941458624"
