OBJECTID,Type,Description,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Label,Symbol,DataSourceID,Notes,ContactsAndFaults_ID,Shape_Length
"696",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0696,"377.3232009096172"
"697",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0697,"3890.892357812247"
"698",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0698,"975.4152886010999"
"699",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0699,"511.1472163059721"
"700",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0700,"18259.60220712581"
"701",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0701,"2383.892387440582"
"702",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0702,"7238.736292238486"
"703",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0703,"329.2472553080129"
"704",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0704,"5054.705879887098"
"705",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0705,"1484.596824174179"
"706",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0706,"116.4556315896661"
"707",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0707,"122.6372641098172"
"708",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0708,"4643.430141177895"
"709",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0709,"3094.961004522376"
"710",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0710,"904.1292407609085"
"711",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0711,"2236.271335020214"
"712",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0712,"1202.846995455091"
"713",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0713,"5962.576571926101"
"714",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0714,"10906.46939541157"
"715",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0715,"1412.544772020943"
"716",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0716,"723.5435463109621"
"717",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0717,"1288.550725024322"
"718",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0718,"4351.298906589276"
"719",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0719,"882.4116525651073"
"720",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0720,"1278.445744568881"
"721",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0721,"288.8572024753896"
"722",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0722,"502.9849549978506"
"723",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0723,"25017.44020929427"
"724",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0724,"1282.792690724354"
"725",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0725,"10320.14320951901"
"726",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0726,"3232.046054301043"
"727",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0727,"665.5880695840315"
"728",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0728,"268.3991026669065"
"729",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0729,"3499.373958910733"
"730",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0730,"751.4486114519883"
"731",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0731,"8935.849118725313"
"732",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0732,"247.5091983425341"
"733",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0733,"1181.847059188261"
"734",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0734,"2377.513348836532"
"735",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0735,"10644.75085360746"
"736",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0736,"3754.729229690936"
"737",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0737,"6474.315390050539"
"738",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0738,"1456.238838580024"
"739",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0739,"7123.247777013974"
"740",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0740,"1956.094828183237"
"741",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0741,"1353.740151580593"
"742",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0742,"2111.994000624259"
"743",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0743,"17367.56228117353"
"744",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0744,"2781.347761981988"
"745",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0745,"3295.344279558622"
"746",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0746,"3498.18327691231"
"747",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0747,"2652.317737059716"
"748",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0748,"1044.929106131946"
"749",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0749,"2867.215845740688"
"750",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0750,"4639.571902196998"
"751",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0751,"3298.203792526102"
"752",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0752,"544.6431844414299"
"753",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0753,"162.1733286581043"
"754",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0754,"332.6000307728195"
"755",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0755,"2965.814992986128"
"756",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0756,"3936.208720574939"
"757",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0757,"694.140155681059"
"758",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0758,"597.2472735581742"
"759",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0759,"92.86248396952092"
"760",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0760,"998.7312389026824"
"761",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0761,"1133.763697833492"
"762",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0762,"255.3878635775716"
"763",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0763,"1199.507740254874"
"764",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0764,"7507.199889830948"
"765",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0765,"1411.45215608031"
"766",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0766,"2559.120335785211"
"767",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0767,"871.2446930229464"
"768",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0768,"3515.037803779392"
"769",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0769,"316.2399749904756"
"770",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0770,"4335.919410969032"
"771",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0771,"2720.527756916925"
"772",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0772,"8083.007549870988"
"773",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0773,"1384.888393811937"
"774",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0774,"1844.594331426785"
"775",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0775,"216.6246874208326"
"776",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0776,"8323.014985290714"
"777",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0777,"971.8434495394481"
"778",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0778,"2863.421623862607"
"779",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0779,"12464.08590302864"
"780",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0780,"560.3356950375656"
"781",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0781,"919.7457206849331"
"782",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0782,"2469.296938146369"
"783",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0783,"9497.098234498721"
"784",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0784,"699.9688074108557"
"785",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0785,"889.5964603686905"
"786",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0786,"420.5180088301391"
"787",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0787,"260.2522002408972"
"788",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0788,"882.4488087947608"
"789",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0789,"451.063924089992"
"790",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0790,"1107.626046317067"
"791",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0791,"1720.46574633627"
"792",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0792,"2220.446016448309"
"793",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0793,"1528.503809571888"
"794",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0794,"543.5715396284229"
"795",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0795,"1250.661054447536"
"796",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0796,"26296.71181231591"
"797",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0797,"1028.173958017647"
"798",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0798,"1422.220091567767"
"799",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0799,"2394.78191428315"
"800",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0800,"1373.768141332856"
"801",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0801,"326.2633242917762"
"802",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0802,"420.3319147586427"
"803",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0803,"1705.572792276048"
"804",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0804,"3300.800815273074"
"805",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0805,"3380.409860244775"
"806",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0806,"393.983693136635"
"807",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0807,"386.7494717473527"
"808",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0808,"738.1921770674885"
"809",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0809,"2517.893885312581"
"810",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0810,"4558.15678142083"
"811",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0811,"948.2084018331553"
"812",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0812,"3885.649742660116"
"813",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0813,"643.2945541079876"
"814",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0814,"1872.093457601401"
"815",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0815,"3124.791923897561"
"816",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0816,"1888.509866418475"
"817",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0817,"3188.503262671365"
"818",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0818,"929.4394215350929"
"819",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0819,"1443.821882315219"
"820",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0820,"9402.473910193898"
"821",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0821,"857.0874720459867"
"822",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0822,"212.8250343444837"
"823",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0823,"4786.453761491548"
"824",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0824,"8488.26958742289"
"825",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0825,"1344.789842733682"
"826",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0826,"1211.042190607855"
"827",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0827,"232.7460742100297"
"828",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0828,"590.5262755393769"
"829",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0829,"437.0370979645675"
"830",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0830,"800.7986041186853"
"831",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0831,"1378.058342758487"
"832",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0832,"6874.707552518247"
"833",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0833,"6611.111197064828"
"834",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0834,"7148.959463040318"
"835",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0835,"3389.70654771778"
"836",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0836,"2052.131971698987"
"837",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0837,"4916.296132395642"
"838",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0838,"7502.517123357784"
"839",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0839,"1015.79200575639"
"840",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0840,"2023.483006574046"
"841",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0841,"258.3166817429268"
"842",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0842,"4607.453246595833"
"843",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0843,"5024.268314676457"
"844",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0844,"1449.593541351052"
"845",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0845,"988.8479810887466"
"846",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0846,"2659.074799622736"
"847",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0847,"12420.16571903484"
"848",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0848,"3494.774734840927"
"849",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0849,"2713.039567725792"
"850",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0850,"2069.300075718217"
"851",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0851,"405.7031589586231"
"852",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0852,"3211.262852037099"
"853",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0853,"10797.29137955546"
"854",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0854,"475.1950027749751"
"855",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0855,"2437.557854350262"
"856",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0856,"4303.131071002953"
"857",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0857,"575.4737388945803"
"858",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0858,"13618.55949013903"
"859",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0859,"4151.943363858652"
"860",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0860,"1243.257391529986"
"861",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0861,"652.4146054409778"
"862",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0862,"1876.20222563885"
"863",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0863,"1799.256406912857"
"864",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0864,"12009.01560252322"
"865",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0865,"641.3576543172527"
"866",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0866,"3152.500844706558"
"867",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0867,"286.5696427526709"
"868",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0868,"3203.830195420096"
"869",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0869,"4119.105410720781"
"870",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0870,"898.9599389725261"
"871",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0871,"1850.793308085317"
"872",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0872,"1505.9478268732"
"873",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0873,"5930.733816908842"
"874",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0874,"798.3649850609185"
"875",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0875,"808.0963920492002"
"876",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0876,"872.2156390884155"
"877",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0877,"5519.222177679331"
"878",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0878,"1021.601442933088"
"879",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0879,"892.8698598984074"
"880",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0880,"1213.766296975461"
"881",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0881,"209.0088303074741"
"882",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0882,"1274.922852628103"
"883",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0883,"996.5168946998557"
"884",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0884,"3248.084026086382"
"885",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0885,"3467.521457638642"
"886",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0886,"3295.264139842135"
"887",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0887,"2579.340581709234"
"888",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0888,"1346.150433648686"
"889",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0889,"1696.025322304274"
"890",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0890,"563.3918648030698"
"891",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0891,"1192.300977010677"
"892",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0892,"859.1604154563504"
"893",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0893,"4809.362631551419"
"894",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0894,"1412.497222222457"
"895",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0895,"11935.76885374679"
"896",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0896,"861.3646256035659"
"897",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0897,"5327.619531154049"
"898",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0898,"2486.677376464063"
"899",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0899,"2062.856682907849"
"900",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0900,"2533.027253617964"
"901",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0901,"282.1200724672217"
"902",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0902,"271.5155096825275"
"903",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0903,"747.7173128141089"
"904",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0904,"542.7909933219104"
"905",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0905,"424.4616249856279"
"906",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0906,"317.9980645731858"
"907",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0907,"1040.283034937286"
"908",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0908,"3693.091764729569"
"909",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0909,"645.1809750320613"
"910",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0910,"3833.53467921801"
"911",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0911,"5313.928931203544"
"912",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0912,"384.0472364701299"
"913",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0913,"1265.922424922172"
"914",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0914,"620.2345967303241"
"915",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0915,"652.6604388167962"
"916",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0916,"831.4087797142362"
"917",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0917,"770.0644723672759"
"918",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0918,"1034.204582649417"
"919",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0919,"792.5128233852471"
"920",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0920,"375.8661296770102"
"921",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0921,"958.9987848613"
"922",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0922,"1579.551740033229"
"923",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0923,"348.0814902722897"
"924",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0924,"7510.054677312226"
"925",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0925,"749.878129170684"
"926",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0926,"1049.735435219615"
"927",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0927,"1363.651494937441"
"928",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0928,"2259.856750566599"
"929",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0929,"6259.648314723344"
"930",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0930,"5356.056845629567"
"931",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0931,"125036.7474173261"
"932",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0932,"3847.458639467712"
"933",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0933,"4739.057777308439"
"934",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0934,"770.7224974719265"
"935",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0935,"370.1410148190299"
"936",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0936,"253.5724407444955"
"937",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0937,"1691.652590784979"
"938",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0938,"274.3383125943848"
"939",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0939,"495.5923758341437"
"940",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0940,"5251.073716522107"
"941",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0941,"2294.710427628043"
"942",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0942,"675.6980727429133"
"943",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0943,"15746.6729254896"
"944",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0944,"834.0050845548253"
"945",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0945,"2813.953849039293"
"946",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0946,"846.5676246751987"
"947",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0947,"2715.302322648226"
"948",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0948,"501.2096178325185"
"949",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0949,"2481.01237053302"
"950",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0950,"1113.693898147133"
"951",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0951,"140.4016780506186"
"952",contact,"contact, certain",N,"-9",certain,certain,,01.01.01,DAS01,,CAF0952,"7044.087673942287"
