OBJECTID,Type,Description,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Symbol,Label,DataSourceID,Notes,GeologicLines_ID,Shape_Length
"278",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, certain",N,"-9",certain,certain,01.03.01b,Ydi,DAS01,modified to match printed map,GEL278,"4291.753691702976"
"279",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, certain",N,"-9",certain,certain,01.03.01b,Ydi,DAS01,modified to match printed map,GEL279,"666.7159352735773"
"280",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, certain",N,"-9",certain,certain,01.03.01b,Ydi,DAS01,modified to match printed map,GEL280,"4122.23040027652"
"281",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, certain",N,"-9",certain,certain,01.03.01b,Ydi,DAS01,modified to match printed map,GEL281,"1441.945478414862"
"282",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, concealed",Y,"-9",certain,certain,01.03.02b,Ydi,DAS01,modified to match printed map,GEL282,"1405.510487403072"
"283",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, concealed",Y,"-9",certain,certain,01.03.02b,Ydi,DAS01,"merged multiple lines into one; modified to match printed map",GEL283,"1399.661959940733"
"284",sills and dikes,"sills and dikes, andesite, basaltic andesite, and dacite, concealed",Y,"-9",certain,certain,01.03.02b,Ydi,DAS01,modified to match printed map,GEL284,"4157.967727370362"
"285",sills and dikes,"sills and dikes, diorite, certain",N,"-9",certain,certain,01.03.03,Ks,DAS01,,GEL285,"4331.626606607809"
"286",sills and dikes,"sills and dikes, diorite, certain",N,"-9",certain,certain,01.03.03,Ks,DAS01,merged multiple lines into one,GEL286,"3232.419029039991"
"287",sills and dikes,"sills and dikes, diorite, certain",N,"-9",certain,certain,01.03.03,Ks,DAS01,,GEL287,"2825.09027144778"
"288",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL288,"2433.522548570592"
"289",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL289,"5859.726529825934"
"290",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,modified to match printed map,GEL290,"1680.341751201461"
"291",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,merged multiple lines into one,GEL291,"2459.367818750346"
"292",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL292,"1431.922946707865"
"293",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,merged multiple lines into one,GEL293,"2528.728720013647"
"294",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,modified to match printed map,GEL294,"1175.815677518414"
"295",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL295,"3054.073321126745"
"296",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL296,"5208.561435580128"
"297",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,modified to match printed map,GEL297,"1492.953361266918"
"298",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,merged multiple lines into one,GEL298,"2491.602539966689"
"299",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,modified to match printed map,GEL299,"2736.637237946554"
"300",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL300,"4081.673533024554"
"301",sills and dikes,"sills and dikes, hornblende monzonite, certain",N,"-9",certain,certain,01.03.07,Tm,DAS01,"merged multiple lines into one; modified to match printed map",GEL301,"3356.165182153918"
"302",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,merged multiple lines into one,GEL302,"974.7599760381834"
"303",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,,GEL303,"369.6090986291279"
"304",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,modified to match printed map,GEL304,"2233.604372388514"
"305",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,modified to match printed map,GEL305,"8253.372491919292"
"306",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,,GEL306,"1017.467931198954"
"307",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,modified to match printed map,GEL307,"6219.319938299234"
"308",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,merged multiple lines into one,GEL308,"1047.041795529721"
"309",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,,GEL309,"759.2135264065092"
"310",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,modified to match printed map,GEL310,"717.6544637971294"
"311",sills and dikes,"sills and dikes, monzonite porphyry, certain",N,"-9",certain,certain,01.03.01,Tmp,DAS01,modified to match printed map,GEL311,"4206.414831398432"
"312",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL312,"6117.457650703609"
"313",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL313,"2076.462333200458"
"314",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL314,"219.2069424954664"
"315",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL315,"1385.899849309468"
"316",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL316,"937.5215141080403"
"317",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL317,"2864.694529003419"
"318",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL318,"436.2450448796006"
"319",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL319,"241.0149955009316"
"320",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL320,"885.6973526457552"
"321",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS02,added line to match printed map,GEL321,"1128.470003341783"
"322",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL322,"1750.817213860984"
"323",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL323,"747.7862669597598"
"324",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL324,"4495.992799657521"
"325",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL325,"1143.267915395444"
"326",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL326,"180.9578732681424"
"327",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL327,"2722.767138137905"
"328",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL328,"2814.436631448918"
"329",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL329,"849.7309587098471"
"330",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL330,"1080.469097192695"
"331",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL331,"7616.577061999736"
"332",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL332,"2792.870888039497"
"333",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL333,"3109.582228676521"
"334",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL334,"3003.931904962856"
"335",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL335,"16881.41344302728"
"336",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL336,"531.190649880871"
"337",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL337,"3584.286978280205"
"338",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL338,"1036.181491709029"
"339",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL339,"1484.587739530617"
"340",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL340,"471.0894729934029"
"341",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL341,"338.2979359294568"
"342",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS02,added line to match printed map,GEL342,"713.4939103760374"
"343",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL343,"2986.267581840444"
"344",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL344,"940.0149928871436"
"345",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL345,"5494.610096496754"
"346",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL346,"820.9955984001481"
"347",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL347,"940.6049942593398"
"348",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL348,"5902.660099813165"
"349",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL349,"1371.87214665429"
"350",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL350,"3451.546817500041"
"351",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL351,"5174.793179028387"
"352",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL352,"1696.875827927122"
"353",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL353,"1050.187208160065"
"354",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL354,"941.1349107117738"
"355",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL355,"7269.952471334137"
"356",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL356,"2205.828169780717"
"357",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL357,"2683.146804304286"
"358",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS02,added line to match printed map,GEL358,"1351.092603957873"
"359",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL359,"586.4099261700825"
"360",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL360,"4861.374238673853"
"361",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL361,"2403.978505778171"
"362",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL362,"575.3623688319952"
"363",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL363,"1863.868982841785"
"364",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL364,"2426.909664697169"
"365",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL365,"2058.00875419044"
"366",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL366,"665.2181102226616"
"367",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL367,"4280.849207708603"
"368",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL368,"3395.925131303712"
"369",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL369,"2731.175879935171"
"370",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL370,"459.7890849202453"
"371",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL371,"2249.154063705891"
"372",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL372,"4124.600768282467"
"373",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL373,"11968.10175272719"
"374",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL374,"734.8137138235322"
"375",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL375,"915.3982541163909"
"376",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL376,"1653.215474592048"
"377",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL377,"3394.362732231566"
"378",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL378,"9721.794044925891"
"379",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL379,"1620.48091114685"
"380",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL380,"2082.324009167233"
"381",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL381,"5554.992026018669"
"382",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL382,"4764.139116739335"
"383",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL383,"1729.250899004275"
"384",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL384,"658.2428906979321"
"385",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL385,"2737.087569535131"
"386",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL386,"2666.586413211428"
"387",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL387,"835.315804521494"
"388",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL388,"2557.346810520815"
"389",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL389,"2328.935149536384"
"390",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL390,"1015.514695066891"
"391",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL391,"14459.24238207868"
"392",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL392,"68.47050874338234"
"393",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL393,"19790.59389531138"
"394",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL394,"1502.149439848092"
"395",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL395,"2430.671787650401"
"396",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL396,"1321.400942596873"
"397",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL397,"3498.869176498375"
"398",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL398,"1473.21622922252"
"399",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL399,"8791.219885590455"
"400",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL400,"2701.47607356848"
"401",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL401,"4471.05432800088"
"402",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL402,"733.0882707711206"
"403",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL403,"4055.675873869307"
"404",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL404,"5500.820677085729"
"405",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL405,"738.0554072310541"
"406",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL406,"1876.754523367733"
"407",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL407,"1696.065912726951"
"408",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL408,"1262.086761685916"
"409",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL409,"698.6013287651256"
"410",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL410,"2614.562079525775"
"411",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL411,"10556.12451982495"
"412",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL412,"6161.383216054643"
"413",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL413,"3540.696585391484"
"414",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL414,"208.0881633946183"
"415",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL415,"1512.707270790162"
"416",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL416,"11127.67014247795"
"417",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL417,"392.3851433557377"
"418",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL418,"1977.186870460312"
"419",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL419,"1157.494291920397"
"420",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL420,"2366.527574077146"
"421",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL421,"1425.390982605288"
"422",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL422,"1268.541020383287"
"423",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL423,"842.9608969906878"
"424",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL424,"2116.416301507248"
"425",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL425,"1324.787158848495"
"426",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL426,"1115.671025326682"
"427",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL427,"904.916625081118"
"428",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL428,"1945.395002374814"
"429",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL429,"4210.644402974958"
"430",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL430,"2138.400125087644"
"431",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL431,"4722.624902957056"
"432",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL432,"940.4228076867173"
"433",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL433,"1498.278827124498"
"434",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL434,"1994.595620262339"
"435",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL435,"2389.277415388965"
"436",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL436,"225.026080129297"
"437",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL437,"948.1761476849852"
"438",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL438,"26625.44773380682"
"439",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL439,"676.4777636501517"
"440",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL440,"16403.37947869048"
"441",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL441,"5338.669848236264"
"442",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL442,"2334.990886246444"
"443",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL443,"6542.021549650492"
"444",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL444,"9896.613822795247"
"445",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL445,"948.6038684257131"
"446",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL446,"6700.878049043354"
"447",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL447,"3409.052249615935"
"448",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL448,"2666.204384664883"
"449",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL449,"5137.506604722291"
"450",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL450,"1467.291826661487"
"451",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL451,"521.3717394834175"
"452",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL452,"4749.070082417236"
"453",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL453,"1617.669049425479"
"454",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL454,"2199.064428894818"
"455",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL455,"1251.522125328624"
"456",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL456,"1604.143110488881"
"457",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL457,"1415.888515655668"
"458",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL458,"1161.832255084958"
"459",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL459,"6202.448836188109"
"460",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL460,"933.2759356564035"
"461",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL461,"2476.666218470892"
"462",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL462,"960.0682701149144"
"463",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL463,"5895.300045160095"
"464",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL464,"5941.799298559967"
"465",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL465,"285.996422111054"
"466",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL466,"2512.785145859753"
"467",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,"merged multiple lines into one; modified to match printed map",GEL467,"5412.078942961713"
"468",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL468,"3657.403572163318"
"469",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL469,"6389.217412287487"
"470",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL470,"10688.45851219955"
"471",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL471,"243.3825247679812"
"472",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL472,"908.679183563226"
"473",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL473,"3632.398129742208"
"474",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL474,"2314.384185904734"
"475",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL475,"246.4231047150543"
"476",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,merged multiple lines into one,GEL476,"1200.060921322123"
"477",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL477,"642.6094499766793"
"478",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL478,"3669.063330439445"
"479",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL479,"4085.696449994305"
"480",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,modified to match printed map,GEL480,"1137.07473832223"
"481",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL481,"677.9849024483897"
"482",syncline,"syncline, certain",N,"-9",certain,certain,05.05.01,,DAS01,,GEL482,"1625.032555218979"
"483",anticline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,changed from certain to concealed to match printed map,GEL483,"836.0980338407666"
"484",anticline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,changed from certain to concealed to match printed map,GEL484,"656.8941255314593"
"485",anticline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,changed from certain to concealed to match printed map,GEL485,"1079.230181211493"
"486",anticline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,changed from certain to concealed to match printed map,GEL486,"674.092628722629"
"487",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL487,"1196.30764864086"
"488",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL488,"530.4012806387335"
"489",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL489,"697.7154159352903"
"490",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL490,"1255.759169100075"
"491",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS02,added line to match printed map,GEL491,"1080.143453354574"
"492",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL492,"870.8177715503971"
"493",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,modified to match printed map,GEL493,"246.5700610444291"
"494",syncline,"syncline, concealed",Y,"-9",certain,certain,05.05.07,,DAS01,,GEL494,"703.2893658561752"
